Transaction_ID,Date,Region,Category,Campaign_Name,Local_Currency,Local_Amount,Exchange_Rate,Spend_USD
TXN-176693,28-09-25,Africa,Event Logistics,Global Hackathon,NGN,3038.66,1117.5107,2.72
TXN-811658,28-09-25,Americas,Developer Grants,Core Contributor Fund,USD,14844.96,0.9688,15322.6
TXN-186728,28-09-25,Africa,Developer Grants,Spring Builder Cohort,NGN,6135.57,1182.6504,5.19
TXN-902427,28-09-25,Americas,Developer Grants,Regional Meetups,USD,5333.19,0.9703,5496.41
TXN-424158,28-09-25,Africa,Bounties,Organic/None,NGN,3659.79,1176.6047,3.11
TXN-101532,28-09-25,Asia,Platform Subs,Organic/None,SGD,3100.68,1.3626,2275.61
TXN-974075,28-09-25,Europe,Bounties,Regional Meetups,EUR,449.19,0.923,486.65
TXN-167186,28-09-25,Africa,Event Logistics,Global Hackathon,NGN,6894.82,1114.3027,6.19
TXN-324083,28-09-25,Americas,Event Logistics,Organic/None,USD,27693.97,1.0488,26404.79
TXN-224018,28-09-25,Africa,Bounties,Core Contributor Fund,NGN,4376.44,1168.1219,3.75
TXN-109646,28-09-25,Asia,Platform Subs,Organic/None,SGD,786.65,1.3359,588.84
TXN-763759,28-09-25,Asia,Event Logistics,Organic/None,SGD,20874.52,1.4138,14764.55
TXN-899448,28-09-25,Africa,Bounties,Spring Builder Cohort,NGN,1892.38,1198.2089,1.58
TXN-915092,28-09-25,Africa,Marketing,Global Hackathon,NGN,2823.95,1170.7278,2.41
TXN-601793,29-09-25,Africa,Bounties,Organic/None,NGN,5308.01,1131.3162,4.69
TXN-406230,29-09-25,Africa,Bounties,Regional Meetups,NGN,1654.69,1120.9696,1.48
TXN-434971,29-09-25,Americas,Developer Grants,Core Contributor Fund,USD,34916.94,1.0174,34319.71
TXN-733389,29-09-25,Africa,Developer Grants,Regional Meetups,NGN,6305.49,1169.4527,5.39
TXN-338009,29-09-25,Americas,Developer Grants,Regional Meetups,USD,2972.02,0.9958,2984.55
TXN-471483,29-09-25,Asia,Developer Grants,Global Hackathon,SGD,14846.68,1.3053,11374.1
TXN-810431,29-09-25,Africa,Developer Grants,Regional Meetups,NGN,2320.46,1151.6147,2.01
TXN-515350,29-09-25,Europe,Bounties,Core Contributor Fund,EUR,407.33,0.937,434.7
TXN-427985,30-09-25,Africa,Developer Grants,Regional Meetups,NGN,5051.78,1100.0472,4.59
TXN-932387,30-09-25,Africa,Bounties,Spring Builder Cohort,NGN,2739.16,1146.1942,2.39
TXN-120655,30-09-25,Americas,Developer Grants,Global Hackathon,USD,684.05,0.9683,706.41
TXN-716149,30-09-25,Americas,Developer Grants,Spring Builder Cohort,USD,1336.87,0.9839,1358.78
TXN-431988,30-09-25,Africa,Developer Grants,Organic/None,NGN,233409.1,1158.5623,201.46
TXN-782742,30-09-25,Americas,Developer Grants,Global Hackathon,USD,27846.69,0.9949,27990.1
TXN-737475,30-09-25,Americas,Bounties,Spring Builder Cohort,USD,307.13,1.0187,301.5
TXN-565054,30-09-25,Americas,Developer Grants,Organic/None,USD,29433.05,0.9586,30705.48
TXN-467894,30-09-25,Africa,Platform Subs,Organic/None,NGN,5072.38,1201.5778,4.22
TXN-619764,30-09-25,Africa,Developer Grants,Regional Meetups,NGN,7319.45,1129.3579,6.48
TXN-456918,30-09-25,Africa,Developer Grants,Regional Meetups,NGN,21944.75,1142.3748,19.21
TXN-772747,30-09-25,Americas,Bounties,Core Contributor Fund,USD,1937.7,1.0438,1856.31
TXN-250023,30-09-25,Asia,Developer Grants,Global Hackathon,SGD,8249.28,1.3812,5972.72
TXN-552532,30-09-25,Europe,Developer Grants,Organic/None,EUR,238611.82,0.8829,270263.4
TXN-377957,30-09-25,Africa,Developer Grants,Organic/None,NGN,18123.86,1118.2677,16.21
TXN-665158,30-09-25,Africa,Event Logistics,Regional Meetups,NGN,643.92,1158.8798,0.56
TXN-801706,30-09-25,Asia,Developer Grants,Regional Meetups,SGD,2640.35,1.3913,1897.74
TXN-986449,30-09-25,Africa,Bounties,Spring Builder Cohort,NGN,1281.45,1153.1479,1.11
TXN-577388,30-09-25,Asia,Developer Grants,Global Hackathon,SGD,7831.13,1.3503,5799.6
TXN-188830,30-09-25,Africa,Developer Grants,Regional Meetups,NGN,2573.95,1139.1436,2.26
TXN-582974,30-09-25,Asia,Platform Subs,Organic/None,SGD,337.72,1.3275,254.4
TXN-862945,30-09-25,Africa,Developer Grants,Regional Meetups,NGN,1784.66,1179.8448,1.51
TXN-179738,01-10-25,Asia,Event Logistics,Spring Builder Cohort,SGD,526.66,1.3216,398.51
TXN-634299,01-10-25,Americas,Event Logistics,Spring Builder Cohort,USD,7296.21,1.042,7002.38
TXN-787027,01-10-25,Americas,Event Logistics,Global Hackathon,USD,934.91,0.9581,975.8
TXN-264584,01-10-25,Europe,Event Logistics,Regional Meetups,EUR,23620.58,0.9532,24781.13
TXN-149008,01-10-25,Americas,Event Logistics,Spring Builder Cohort,USD,7359.9,1.0032,7336.14
TXN-248283,01-10-25,Africa,Event Logistics,Core Contributor Fund,NGN,75476.14,1190.9264,63.38
TXN-552400,01-10-25,Europe,Bounties,Spring Builder Cohort,EUR,1378.5,0.9447,1459.18
TXN-286272,02-10-25,Africa,Platform Subs,Organic/None,NGN,1073.97,1156.3097,0.93
TXN-938574,02-10-25,Americas,Event Logistics,Global Hackathon,USD,41588.51,0.9782,42517.43
TXN-390879,02-10-25,Africa,Platform Subs,Organic/None,NGN,491.74,1170.3157,0.42
TXN-399480,02-10-25,Europe,Bounties,Spring Builder Cohort,EUR,2812.64,0.9371,3001.43
TXN-296512,02-10-25,Africa,Developer Grants,Global Hackathon,NGN,55353.86,1135.9456,48.73
TXN-294444,02-10-25,Africa,Platform Subs,Organic/None,NGN,2952.74,1175.7365,2.51
TXN-373326,02-10-25,Americas,Event Logistics,Spring Builder Cohort,USD,11740.77,0.9514,12340.26
TXN-403144,02-10-25,Americas,Bounties,Core Contributor Fund,USD,615.65,0.9824,626.69
TXN-719902,03-10-25,Europe,Developer Grants,Spring Builder Cohort,EUR,2196.09,0.8798,2496.23
TXN-379655,03-10-25,Americas,Developer Grants,Organic/None,USD,191910.9,1.0434,183924.98
TXN-478649,03-10-25,Asia,Developer Grants,Spring Builder Cohort,SGD,52635.15,1.3771,38222.02
TXN-745190,03-10-25,Africa,Marketing,Core Contributor Fund,NGN,1371.23,1167.0256,1.17
TXN-521849,03-10-25,Asia,Event Logistics,Core Contributor Fund,SGD,12707.83,1.3116,9688.91
TXN-318023,03-10-25,Americas,Bounties,Regional Meetups,USD,3612.79,1.0486,3445.22
TXN-249385,03-10-25,Europe,Bounties,Spring Builder Cohort,EUR,1889.15,0.9146,2065.53
TXN-450434,03-10-25,Europe,Developer Grants,Regional Meetups,EUR,30170.73,0.9336,32317.05
TXN-104554,04-10-25,Africa,Platform Subs,Organic/None,NGN,1024.98,1168.5552,0.88
TXN-857180,04-10-25,Asia,Bounties,Organic/None,SGD,7271.73,1.3239,5492.52
TXN-777078,04-10-25,Asia,Bounties,Organic/None,SGD,4256.78,1.3116,3245.51
TXN-754102,04-10-25,Africa,Event Logistics,Organic/None,NGN,916,1162.6283,0.79
TXN-755803,04-10-25,Africa,Event Logistics,Spring Builder Cohort,NGN,7131.64,1127.2046,6.33
TXN-771377,04-10-25,Americas,Event Logistics,Global Hackathon,USD,37009.3,0.9587,38604.42
TXN-774104,04-10-25,Africa,Platform Subs,Organic/None,NGN,2511.22,1137.8796,2.21
TXN-588393,04-10-25,Asia,Developer Grants,Organic/None,SGD,6234.68,1.3834,4506.81
TXN-705069,04-10-25,Africa,Developer Grants,Global Hackathon,NGN,3990.62,1130.4838,3.53
TXN-186842,04-10-25,Europe,Developer Grants,Organic/None,EUR,11229.08,0.8744,12842.01
TXN-647353,04-10-25,Americas,Event Logistics,Organic/None,USD,12459.06,0.9983,12480.47
TXN-954741,04-10-25,Europe,Developer Grants,Global Hackathon,EUR,11698.43,0.8837,13237.43
TXN-585320,04-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,6602.48,1206.4422,5.47
TXN-598099,04-10-25,Africa,Bounties,Spring Builder Cohort,NGN,1052.36,1168.537,0.9
TXN-688372,04-10-25,Americas,Developer Grants,Spring Builder Cohort,USD,2256.77,0.9917,2275.56
TXN-870893,04-10-25,Europe,Developer Grants,Regional Meetups,EUR,6967.19,0.885,7872.27
TXN-185192,04-10-25,Europe,Bounties,Spring Builder Cohort,EUR,327.03,0.8819,370.84
TXN-126081,05-10-25,Asia,Platform Subs,Organic/None,SGD,459.6,1.3265,346.46
TXN-657873,05-10-25,Americas,Developer Grants,Global Hackathon,USD,15273.09,1.027,14870.85
TXN-159289,05-10-25,Americas,Developer Grants,Regional Meetups,USD,7203.04,0.9574,7523.6
TXN-826853,05-10-25,Europe,Developer Grants,Core Contributor Fund,EUR,14661.28,0.8996,16298.06
TXN-864265,05-10-25,Africa,Platform Subs,Organic/None,NGN,1869.24,1115.0208,1.68
TXN-983939,05-10-25,Asia,Platform Subs,Organic/None,SGD,387.36,1.3475,287.47
TXN-620410,05-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,8911.36,1151.0682,7.74
TXN-931588,05-10-25,Africa,Developer Grants,Regional Meetups,NGN,23692.38,1098.9102,21.56
TXN-414976,05-10-25,Africa,Platform Subs,Organic/None,NGN,1034,1102.4331,0.94
TXN-358845,05-10-25,Europe,Developer Grants,Core Contributor Fund,EUR,60890.14,0.9492,64147.64
TXN-773515,05-10-25,Americas,Platform Subs,Organic/None,USD,3208.51,1.031,3111.96
TXN-440676,05-10-25,Americas,Platform Subs,Organic/None,USD,2864.39,1.045,2740.92
TXN-742742,05-10-25,Americas,Developer Grants,Spring Builder Cohort,USD,9826.57,0.9682,10149.71
TXN-436128,05-10-25,Europe,Developer Grants,Core Contributor Fund,EUR,3798.99,0.9606,3954.97
TXN-911100,05-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,6213.03,1177.6521,5.28
TXN-175911,05-10-25,Europe,Developer Grants,Regional Meetups,EUR,21908.51,0.9013,24307.53
TXN-304829,05-10-25,Africa,Developer Grants,Regional Meetups,NGN,17700.27,1156.2245,15.31
TXN-352985,05-10-25,Asia,Developer Grants,Regional Meetups,SGD,1075.11,1.3488,797.06
TXN-773061,05-10-25,Americas,Platform Subs,Organic/None,USD,1517.75,0.9825,1544.85
TXN-356609,05-10-25,Americas,Marketing,Spring Builder Cohort,USD,2906.9,1.0401,2794.94
TXN-862314,05-10-25,Europe,Event Logistics,Spring Builder Cohort,EUR,53378.69,0.9326,57238.28
TXN-534465,06-10-25,Americas,Developer Grants,Organic/None,USD,95498.68,0.9836,97093.99
TXN-114316,06-10-25,Europe,Bounties,Regional Meetups,EUR,1061.61,0.9335,1137.2
TXN-325391,06-10-25,Europe,Developer Grants,Core Contributor Fund,EUR,4097.45,0.9012,4546.64
TXN-441016,06-10-25,Africa,Event Logistics,Global Hackathon,NGN,24191.17,1128.231,21.44
TXN-105191,06-10-25,Asia,Bounties,Organic/None,SGD,909.12,1.3367,680.14
TXN-848367,06-10-25,Africa,Developer Grants,Organic/None,NGN,34703.67,1145.4211,30.3
TXN-588038,06-10-25,Africa,Developer Grants,Organic/None,NGN,15946.08,1199.0679,13.3
TXN-312736,06-10-25,Africa,Developer Grants,Global Hackathon,NGN,4914.94,1093.2001,4.5
TXN-263996,06-10-25,Europe,Bounties,Organic/None,EUR,4588,0.9075,5055.78
TXN-419649,06-10-25,Americas,Bounties,Spring Builder Cohort,USD,947.15,1.0074,940.2
TXN-356146,06-10-25,Africa,Event Logistics,Core Contributor Fund,NGN,2970.9,1160.5829,2.56
TXN-665672,06-10-25,Asia,Developer Grants,Organic/None,SGD,79811.71,1.4077,56695.41
TXN-299121,06-10-25,Europe,Marketing,Organic/None,EUR,4363.89,0.9194,4746.69
TXN-527900,06-10-25,Americas,Event Logistics,Regional Meetups,USD,190969.33,1.0461,182549.52
TXN-715168,06-10-25,Americas,Bounties,Spring Builder Cohort,USD,574.31,0.9932,578.22
TXN-660151,07-10-25,Africa,Marketing,Regional Meetups,NGN,1162.64,1165.9474,1
TXN-329415,07-10-25,Africa,Developer Grants,Organic/None,NGN,8891.82,1196.3562,7.43
TXN-385556,07-10-25,Africa,Platform Subs,Organic/None,NGN,572.06,1206.2163,0.47
TXN-401033,07-10-25,Africa,Event Logistics,Core Contributor Fund,NGN,13725.11,1190.7693,11.53
TXN-997148,07-10-25,Africa,Platform Subs,Organic/None,NGN,359.6,1123.776,0.32
TXN-258823,07-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,3040.34,1129.5933,2.69
TXN-374879,07-10-25,Europe,Developer Grants,Spring Builder Cohort,EUR,355,0.9033,392.99
TXN-644344,07-10-25,Asia,Developer Grants,Organic/None,SGD,3542.92,1.4049,2521.89
TXN-388618,07-10-25,Asia,Bounties,Global Hackathon,SGD,4082.61,1.3405,3045.6
TXN-508739,07-10-25,Africa,Bounties,Organic/None,NGN,1783.99,1164.7587,1.53
TXN-768533,07-10-25,Asia,Developer Grants,Organic/None,SGD,606.35,1.3872,437.1
TXN-451730,07-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,36277.42,1111.3872,32.64
TXN-175048,07-10-25,Americas,Bounties,Core Contributor Fund,USD,2353.23,1.0231,2300.04
TXN-961636,07-10-25,Asia,Bounties,Regional Meetups,SGD,3015.81,1.3976,2157.9
TXN-673030,07-10-25,Africa,Bounties,Regional Meetups,NGN,1094.34,1203.3503,0.91
TXN-715856,08-10-25,Africa,Bounties,Regional Meetups,NGN,1273.94,1101.1865,1.16
TXN-699262,08-10-25,Africa,Bounties,Regional Meetups,NGN,230.3,1165.5776,0.2
TXN-682456,08-10-25,Africa,Bounties,Global Hackathon,NGN,1262.57,1204.0588,1.05
TXN-391929,08-10-25,Asia,Developer Grants,Organic/None,SGD,34112.34,1.3373,25508.87
TXN-148737,08-10-25,Africa,Developer Grants,Global Hackathon,NGN,45168.64,1143.0365,39.52
TXN-396856,08-10-25,Africa,Bounties,Core Contributor Fund,NGN,358.62,1101.0105,0.33
TXN-857144,08-10-25,Europe,Bounties,Global Hackathon,EUR,208.64,0.9517,219.23
TXN-428017,08-10-25,Africa,Marketing,Regional Meetups,NGN,1495.16,1186.8791,1.26
TXN-443288,08-10-25,Africa,Event Logistics,Spring Builder Cohort,NGN,3688.76,1168.6728,3.16
TXN-213056,08-10-25,Africa,Developer Grants,Global Hackathon,NGN,47135.29,1156.7854,40.75
TXN-736724,08-10-25,Americas,Event Logistics,Organic/None,USD,13101.95,1.0004,13097.32
TXN-580297,08-10-25,Africa,Bounties,Core Contributor Fund,NGN,6022.1,1099.6475,5.48
TXN-746943,08-10-25,Americas,Developer Grants,Spring Builder Cohort,USD,21397.95,1.0162,21056.49
TXN-542882,08-10-25,Asia,Event Logistics,Spring Builder Cohort,SGD,80241.75,1.3826,58035.54
TXN-873812,08-10-25,Africa,Marketing,Core Contributor Fund,NGN,1138.29,1191.6053,0.96
TXN-575428,08-10-25,Africa,Marketing,Global Hackathon,NGN,284.63,1132.1985,0.25
TXN-735254,08-10-25,Africa,Event Logistics,Global Hackathon,NGN,29253.18,1171.8967,24.96
TXN-934910,08-10-25,Americas,Developer Grants,Regional Meetups,USD,5843.99,0.9791,5968.89
TXN-893989,08-10-25,Africa,Marketing,Organic/None,NGN,1384.72,1170.108,1.18
TXN-164427,08-10-25,Americas,Bounties,Core Contributor Fund,USD,1055.3,1.0365,1018.14
TXN-243618,09-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,24600.57,1148.3401,21.42
TXN-994433,09-10-25,Asia,Bounties,Regional Meetups,SGD,5784.47,1.3226,4373.46
TXN-255304,09-10-25,Africa,Event Logistics,Global Hackathon,NGN,12491.49,1173.2545,10.65
TXN-874957,09-10-25,Americas,Marketing,Spring Builder Cohort,USD,650.9,1.0312,631.2
TXN-553807,09-10-25,Americas,Developer Grants,Regional Meetups,USD,11583.59,1.0059,11515.97
TXN-945623,09-10-25,Africa,Event Logistics,Core Contributor Fund,NGN,142438.3,1172.6867,121.46
TXN-722986,09-10-25,Europe,Platform Subs,Organic/None,EUR,2264.7,0.9493,2385.71
TXN-515547,09-10-25,Europe,Platform Subs,Organic/None,EUR,3960.47,0.9659,4100.29
TXN-842547,09-10-25,Americas,Event Logistics,Organic/None,USD,24803.23,0.9964,24892.18
TXN-307791,09-10-25,Europe,Platform Subs,Organic/None,EUR,764.93,0.9029,847.19
TXN-871784,09-10-25,Africa,Developer Grants,Global Hackathon,NGN,6112.25,1176.8592,5.19
TXN-332450,09-10-25,Europe,Event Logistics,Global Hackathon,EUR,34171.1,0.9618,35527.74
TXN-733778,09-10-25,Africa,Platform Subs,Organic/None,NGN,1037.11,1157.3851,0.9
TXN-411191,09-10-25,Africa,Developer Grants,Regional Meetups,NGN,35678.04,1093.6279,32.62
TXN-290104,10-10-25,Africa,Event Logistics,Regional Meetups,NGN,14907.64,1166.8168,12.78
TXN-955126,10-10-25,Americas,Platform Subs,Organic/None,USD,5620.48,0.9588,5861.91
TXN-314611,10-10-25,Europe,Developer Grants,Spring Builder Cohort,EUR,24734.99,0.9064,27288.69
TXN-906180,10-10-25,Africa,Platform Subs,Organic/None,NGN,3262.52,1159.4916,2.81
TXN-224679,10-10-25,Asia,Developer Grants,Regional Meetups,SGD,1755.27,1.412,1243.1
TXN-500036,10-10-25,Americas,Event Logistics,Organic/None,USD,6993.73,1.0097,6926.79
TXN-871687,10-10-25,Americas,Bounties,Global Hackathon,USD,639.15,1.014,630.33
TXN-865270,10-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,7544.42,1120.3929,6.73
TXN-884912,10-10-25,Europe,Marketing,Organic/None,EUR,1033.24,0.9099,1135.53
TXN-356695,10-10-25,Americas,Developer Grants,Core Contributor Fund,USD,17428.02,1.009,17271.97
TXN-433304,10-10-25,Americas,Platform Subs,Organic/None,USD,265.8,1.0287,258.37
TXN-521171,10-10-25,Europe,Developer Grants,Spring Builder Cohort,EUR,1400.81,0.9169,1527.72
TXN-239674,10-10-25,Europe,Bounties,Regional Meetups,EUR,660.27,0.89,741.88
TXN-537513,10-10-25,Africa,Developer Grants,Global Hackathon,NGN,1051.71,1193.7631,0.88
TXN-698685,10-10-25,Asia,Platform Subs,Organic/None,SGD,237.64,1.4148,167.97
TXN-733721,10-10-25,Asia,Developer Grants,Core Contributor Fund,SGD,11722.4,1.3295,8817.38
TXN-613953,10-10-25,Asia,Platform Subs,Organic/None,SGD,870.69,1.3393,650.1
TXN-129533,10-10-25,Africa,Event Logistics,Global Hackathon,NGN,11586.9,1168.5286,9.92
TXN-224291,11-10-25,Africa,Developer Grants,Global Hackathon,NGN,13628.41,1106.3419,12.32
TXN-487410,11-10-25,Asia,Bounties,Global Hackathon,SGD,1159.45,1.4017,827.18
TXN-352988,11-10-25,Africa,Developer Grants,Regional Meetups,NGN,11717.89,1186.4967,9.88
TXN-232212,11-10-25,Americas,Bounties,Regional Meetups,USD,6264.53,0.9632,6503.62
TXN-513924,11-10-25,Asia,Developer Grants,Organic/None,SGD,1579.2,1.313,1202.72
TXN-390989,11-10-25,Americas,Developer Grants,Regional Meetups,USD,5435.98,1.0248,5304.4
TXN-463614,11-10-25,Africa,Developer Grants,Regional Meetups,NGN,7423.81,1112.3996,6.67
TXN-420109,11-10-25,Europe,Event Logistics,Regional Meetups,EUR,13392.4,0.9418,14220.05
TXN-396145,11-10-25,Europe,Bounties,Spring Builder Cohort,EUR,4569.19,0.9271,4928.41
TXN-775714,11-10-25,Asia,Event Logistics,Global Hackathon,SGD,23616.68,1.2952,18233.85
TXN-578996,11-10-25,Africa,Bounties,Organic/None,NGN,622.54,1141.6363,0.55
TXN-430977,11-10-25,Americas,Event Logistics,Global Hackathon,USD,13997.79,0.9896,14144.5
TXN-543232,12-10-25,Africa,Developer Grants,Global Hackathon,NGN,18276.88,1159.4954,15.76
TXN-571464,12-10-25,Americas,Developer Grants,Core Contributor Fund,USD,19294.4,0.9847,19594.81
TXN-286737,12-10-25,Americas,Developer Grants,Organic/None,USD,3169.48,1.0428,3039.46
TXN-164936,12-10-25,Europe,Bounties,Regional Meetups,EUR,1915.95,0.8859,2162.67
TXN-298739,12-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,4349.34,1102.3026,3.95
TXN-817557,12-10-25,Africa,Bounties,Regional Meetups,NGN,2619.23,1146.6749,2.28
TXN-773286,12-10-25,Africa,Developer Grants,Regional Meetups,NGN,12197.53,1102.9397,11.06
TXN-267856,12-10-25,Asia,Developer Grants,Core Contributor Fund,SGD,11484.62,1.3438,8546.09
TXN-983372,12-10-25,Africa,Event Logistics,Core Contributor Fund,NGN,2008.87,1115.718,1.8
TXN-605173,12-10-25,Asia,Bounties,Organic/None,SGD,3383.56,1.3074,2588.06
TXN-254030,12-10-25,Europe,Event Logistics,Regional Meetups,EUR,127151.76,0.9479,134143.39
TXN-656241,12-10-25,Americas,Event Logistics,Global Hackathon,USD,15117.92,1.0474,14433.21
TXN-946451,12-10-25,Asia,Developer Grants,Global Hackathon,SGD,1934.04,1.3425,1440.6
TXN-373438,12-10-25,Americas,Developer Grants,Spring Builder Cohort,USD,69297.25,0.9983,69412.46
TXN-207549,12-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,91616.7,1144.3,80.06
TXN-621913,12-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,857813.92,1101.69,778.63
TXN-384186,12-10-25,Asia,Platform Subs,Organic/None,SGD,1893.89,1.3709,1381.53
TXN-366404,12-10-25,Africa,Developer Grants,Organic/None,NGN,21837.66,1176.4725,18.56
TXN-223482,13-10-25,Asia,Marketing,Organic/None,SGD,1456.02,1.4061,1035.51
TXN-723540,13-10-25,Africa,Platform Subs,Organic/None,NGN,802.7,1113.8939,0.72
TXN-893629,13-10-25,Europe,Event Logistics,Organic/None,EUR,1823.27,0.9351,1949.89
TXN-816395,13-10-25,Africa,Marketing,Core Contributor Fund,NGN,526.39,1154.4092,0.46
TXN-487261,13-10-25,Americas,Developer Grants,Core Contributor Fund,USD,2616.43,0.9856,2654.58
TXN-387795,13-10-25,Americas,Developer Grants,Core Contributor Fund,USD,9710.71,1.0014,9697.49
TXN-856355,13-10-25,Europe,Event Logistics,Regional Meetups,EUR,8201.13,0.8888,9227.08
TXN-154711,13-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,509.87,1164.5967,0.44
TXN-611984,13-10-25,Europe,Bounties,Spring Builder Cohort,EUR,1051.53,0.8945,1175.52
TXN-176949,13-10-25,Europe,Platform Subs,Organic/None,EUR,1543.87,0.9239,1671.03
TXN-104838,13-10-25,Africa,Marketing,Global Hackathon,NGN,411.06,1180.3084,0.35
TXN-996618,13-10-25,Europe,Event Logistics,Spring Builder Cohort,EUR,11018.23,0.9643,11426.26
TXN-190721,13-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,13952.7,1109.5672,12.57
TXN-364418,13-10-25,Asia,Developer Grants,Spring Builder Cohort,SGD,1979.76,1.3131,1507.67
TXN-450877,13-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,2481.32,1154.1202,2.15
TXN-299548,13-10-25,Europe,Developer Grants,Regional Meetups,EUR,7453.75,0.9451,7886.98
TXN-180808,13-10-25,Africa,Developer Grants,Regional Meetups,NGN,3220.34,1164.9395,2.76
TXN-276168,13-10-25,Africa,Bounties,Spring Builder Cohort,NGN,1168.71,1108.8268,1.05
TXN-689484,13-10-25,Africa,Event Logistics,Regional Meetups,NGN,64337.15,1193.5289,53.9
TXN-724785,13-10-25,Americas,Event Logistics,Global Hackathon,USD,100465.84,1.0278,97752.21
TXN-875323,14-10-25,Americas,Bounties,Global Hackathon,USD,2280.01,0.978,2331.26
TXN-276225,14-10-25,Europe,Marketing,Global Hackathon,EUR,358.96,0.9435,380.46
TXN-169409,14-10-25,Asia,Event Logistics,Regional Meetups,SGD,6179.67,1.3597,4544.98
TXN-979191,14-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,1751.53,1159.0824,1.51
TXN-191865,14-10-25,Americas,Developer Grants,Organic/None,USD,13031.01,0.962,13545.4
TXN-239784,14-10-25,Asia,Event Logistics,Spring Builder Cohort,SGD,830.84,1.3879,598.63
TXN-599353,14-10-25,Africa,Developer Grants,Global Hackathon,NGN,20990.24,1151.9729,18.22
TXN-998114,14-10-25,Africa,Platform Subs,Organic/None,NGN,754.14,1185.1628,0.64
TXN-908033,14-10-25,Americas,Bounties,Spring Builder Cohort,USD,1200.67,1.0341,1161.04
TXN-615631,14-10-25,Europe,Marketing,Spring Builder Cohort,EUR,227.15,0.8897,255.3
TXN-807839,14-10-25,Asia,Platform Subs,Organic/None,SGD,25392.47,1.4098,18011.15
TXN-329475,14-10-25,Africa,Marketing,Core Contributor Fund,NGN,2458.72,1178.6414,2.09
TXN-252018,15-10-25,Africa,Developer Grants,Core Contributor Fund,NGN,5639.82,1201.3548,4.69
TXN-687518,15-10-25,Asia,Developer Grants,Global Hackathon,SGD,961.79,1.309,734.77
TXN-334316,15-10-25,Africa,Developer Grants,Global Hackathon,NGN,9827.45,1125.4157,8.73
TXN-674287,15-10-25,Europe,Developer Grants,Spring Builder Cohort,EUR,47549.79,0.9178,51811.19
TXN-969654,15-10-25,Asia,Developer Grants,Regional Meetups,SGD,44435.92,1.3998,31744.72
TXN-600146,15-10-25,Africa,Bounties,Spring Builder Cohort,NGN,1707.47,1140.804,1.5
TXN-805611,15-10-25,Europe,Bounties,Core Contributor Fund,EUR,2117.55,0.9055,2338.62
TXN-984152,16-10-25,Europe,Bounties,Core Contributor Fund,EUR,994.47,0.9658,1029.7
TXN-907585,16-10-25,Africa,Bounties,Spring Builder Cohort,NGN,1743.65,1199.2858,1.45
TXN-844854,16-10-25,Asia,Marketing,Regional Meetups,SGD,4966.18,1.327,3742.45
TXN-829891,16-10-25,Europe,Event Logistics,Organic/None,EUR,2160.08,0.9507,2272.16
TXN-687915,16-10-25,Asia,Platform Subs,Organic/None,SGD,330.89,1.3023,254.07
TXN-613955,16-10-25,Africa,Platform Subs,Organic/None,NGN,1515.33,1102.6543,1.37
TXN-652375,16-10-25,Europe,Bounties,Global Hackathon,EUR,903.86,0.9636,937.97
TXN-278184,16-10-25,Europe,Marketing,Core Contributor Fund,EUR,7827.57,0.955,8196.72
TXN-786783,16-10-25,Americas,Developer Grants,Spring Builder Cohort,USD,128884.76,0.9556,134878.23
TXN-472251,16-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,58741.84,1106.1177,53.11
TXN-994923,16-10-25,Europe,Event Logistics,Global Hackathon,EUR,19307,0.916,21076.89
TXN-157564,16-10-25,Africa,Platform Subs,Organic/None,NGN,1479.88,1205.5264,1.23
TXN-558298,16-10-25,Americas,Bounties,Core Contributor Fund,USD,3371.35,1.0351,3257.16
TXN-898001,16-10-25,Africa,Marketing,Global Hackathon,NGN,1369.45,1115.5596,1.23
TXN-886237,16-10-25,Africa,Platform Subs,Organic/None,NGN,1207.55,1190.344,1.01
TXN-205909,17-10-25,Americas,Platform Subs,Organic/None,USD,768.25,0.9693,792.56
TXN-666650,17-10-25,Africa,Event Logistics,Organic/None,NGN,47023.67,1155.9686,40.68
TXN-397214,17-10-25,Africa,Bounties,Spring Builder Cohort,NGN,614.56,1195.4762,0.51
TXN-310997,17-10-25,Europe,Event Logistics,Regional Meetups,EUR,153296.03,0.8852,173174.92
TXN-949246,17-10-25,Africa,Developer Grants,Spring Builder Cohort,NGN,15007.42,1106.0539,13.57
TXN-136487,17-10-25,Asia,Marketing,Regional Meetups,SGD,1438.99,1.3659,1053.5
TXN-420752,17-10-25,Africa,Developer Grants,Regional Meetups,NGN,4093.76,1104.316,3.71
